Age,Experience,Income,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,Personal Loan
63,38,103,1,2.5,Undergrad,0,no,no,yes,no,no
44,19,99,3,3.5,Professional,357,no,no,no,no,yes
50,24,152,1,7.3,Undergrad,0,no,no,yes,no,no
28,3,25,2,0.9,Professional,140,no,no,yes,no,no
27,3,98,2,2.5,Undergrad,361,yes,yes,yes,yes,no
52,27,39,2,0.7,Graduate,166,no,no,yes,no,no
50,25,40,1,1.3,Graduate,0,no,no,yes,yes,no
39,13,58,3,2.1,Undergrad,169,no,no,yes,no,no
50,26,192,2,1.8,Professional,301,no,yes,yes,yes,yes
60,34,62,1,0.8,Graduate,0,no,no,no,no,no
30,5,69,1,0.8,Graduate,0,yes,no,yes,no,no
31,5,40,4,1.3,Professional,170,no,no,no,no,no
39,15,61,2,0.6,Professional,127,no,no,no,no,no
29,3,30,4,0.3,Graduate,157,no,no,no,no,no
54,29,29,1,1.5,Graduate,97,no,no,yes,no,no
35,8,41,2,1,Graduate,0,no,no,yes,yes,no
27,3,118,1,3.3,Graduate,0,no,no,yes,no,yes
45,20,109,1,7,Undergrad,366,no,no,yes,no,no
58,33,122,4,0.2,Graduate,0,no,yes,yes,no,yes
62,37,50,3,1.5,Undergrad,169,no,no,yes,no,no
28,4,43,3,0.1,Graduate,0,no,no,yes,no,no
32,7,108,1,4.6,Undergrad,0,yes,no,no,no,no
29,4,110,4,2.5,Professional,0,no,no,no,no,yes
41,17,20,1,1.4,Professional,0,no,no,yes,no,no
61,35,112,4,1.7,Professional,0,no,no,no,yes,no
56,32,25,1,0.1,Graduate,136,no,no,yes,no,no
37,12,42,3,0.7,Graduate,0,no,no,yes,yes,no
60,34,29,2,0.3,Undergrad,0,no,no,yes,no,no
49,23,84,3,2.1,Undergrad,134,yes,no,yes,no,no
43,17,81,4,2.6,Professional,0,yes,no,yes,no,no
53,28,55,4,0.9,Undergrad,119,no,no,yes,yes,no
35,11,40,1,2.4,Graduate,0,yes,no,yes,no,no
56,30,145,4,5.7,Graduate,0,no,yes,yes,yes,yes
41,16,175,2,1.1,Professional,0,no,no,yes,no,yes
36,6,78,4,1.8,Professional,163,no,no,no,no,no
56,32,51,4,1.5,Undergrad,0,no,no,no,no,no
64,34,50,4,1.67,Professional,0,no,no,yes,no,no
51,27,21,3,0.4,Undergrad,0,no,no,yes,no,no
49,24,79,1,0.2,Graduate,83,no,no,yes,yes,no
43,18,84,1,4,Professional,0,no,no,no,no,no
51,26,34,4,0.4,Graduate,0,no,no,no,no,no
55,31,73,4,1.6,Graduate,0,no,no,no,no,no
62,37,90,3,0.5,Undergrad,0,no,no,yes,no,no
35,10,23,4,0.2,Professional,0,no,no,yes,no,no
53,27,145,2,6.1,Professional,294,no,yes,yes,yes,yes
33,7,54,4,0.2,Undergrad,141,yes,no,no,no,no
43,17,49,3,2.2,Graduate,103,no,no,yes,yes,no
58,32,51,1,2.8,Graduate,0,no,no,yes,no,no
63,38,8,4,0.6,Graduate,0,no,no,yes,no,no
31,6,62,1,1,Undergrad,0,yes,no,yes,no,no
36,6,25,1,0.67,Professional,0,no,no,yes,no,no
30,0,63,2,1.75,Professional,0,no,no,yes,no,no
59,34,24,2,0.2,Professional,86,no,no,yes,no,no
28,2,11,1,0.1,Graduate,0,no,no,yes,yes,no
59,34,23,1,0.1,Undergrad,0,no,no,no,yes,no
47,22,33,1,1.4,Professional,0,no,no,yes,no,no
47,21,83,1,3.8,Undergrad,97,no,no,no,no,yes
56,30,39,3,1.4,Undergrad,131,no,no,no,yes,no
41,17,138,3,6.9,Graduate,0,no,no,yes,no,yes
25,1,113,3,2.5,Undergrad,0,no,no,no,yes,no
30,5,125,4,0.5,Professional,0,no,yes,yes,no,yes
50,24,195,1,1.7,Undergrad,0,no,no,no,no,no
34,9,105,3,1.2,Professional,0,yes,no,no,no,no
44,18,75,2,3.5,Undergrad,0,no,no,yes,no,yes
36,9,40,2,1,Graduate,0,no,no,yes,no,no
39,14,61,3,0.5,Professional,137,no,no,yes,no,no
54,24,75,2,4.5,Professional,0,no,no,no,no,no
33,8,122,1,0,Undergrad,0,no,no,yes,yes,no
39,14,75,3,3,Undergrad,0,no,no,no,yes,no
41,15,59,4,0.2,Professional,0,no,no,no,no,no
40,13,24,3,1,Graduate,0,no,no,yes,no,no
29,3,175,3,3.3,Professional,329,no,no,yes,no,yes
51,27,39,2,0.8,Undergrad,182,no,no,no,yes,no
54,30,145,2,6.8,Undergrad,0,yes,no,no,no,no
47,22,24,4,0.4,Graduate,142,no,no,yes,no,no
53,28,20,3,0.1,Graduate,0,no,no,no,no,no
30,5,85,1,2.6,Graduate,0,no,no,yes,no,no
28,3,65,3,2.6,Professional,0,yes,no,no,no,no
60,35,191,4,5.6,Professional,0,no,no,no,no,yes
51,26,11,2,0,Undergrad,0,yes,no,no,no,no
63,37,40,2,1,Professional,167,no,no,no,no,no
38,13,54,3,0.7,Graduate,196,no,no,no,no,no
59,35,95,1,3.8,Undergrad,0,no,no,yes,yes,no
53,29,94,4,1,Graduate,0,no,no,yes,no,no
31,5,79,4,2.2,Graduate,0,no,no,no,no,no
41,17,48,3,0.3,Professional,0,no,no,yes,yes,no
25,1,70,4,2.6,Undergrad,0,yes,no,yes,no,no
27,3,40,3,0.1,Graduate,111,no,no,yes,no,no
50,24,44,4,1.8,Undergrad,0,no,no,yes,yes,no
50,25,43,1,1.4,Professional,137,no,no,yes,no,no
43,18,29,1,0.3,Professional,0,no,no,yes,no,no
50,24,188,3,1.3,Undergrad,184,no,no,no,yes,yes
46,20,114,1,0,Undergrad,0,no,no,yes,yes,no
30,6,52,3,0.7,Graduate,0,no,no,yes,no,no
42,16,13,1,0.2,Undergrad,0,no,no,yes,no,no
42,17,95,3,0.5,Professional,0,no,no,no,no,no
29,3,84,1,2.9,Professional,0,no,no,yes,no,no
38,14,49,1,1.8,Undergrad,0,no,no,no,no,no
51,25,181,1,1.7,Undergrad,0,no,no,yes,yes,no
35,10,182,1,0.3,Graduate,229,no,yes,yes,yes,yes
37,13,70,2,2.7,Undergrad,0,no,no,no,no,no
47,21,79,3,1.1,Undergrad,185,no,no,yes,yes,no
55,29,61,4,2.8,Graduate,0,no,no,yes,yes,no
65,41,121,2,2.1,Undergrad,0,no,no,yes,no,no
58,33,34,3,0.2,Undergrad,83,no,no,yes,no,no
54,28,183,1,1,Undergrad,442,no,no,no,no,no
52,28,51,1,1.6,Professional,0,yes,no,no,yes,no
28,2,70,3,0.3,Professional,0,no,no,no,yes,no
32,8,39,1,1.7,Undergrad,0,no,no,yes,yes,no
51,24,84,3,2,Graduate,0,no,no,no,no,no
43,18,122,1,7,Undergrad,0,no,no,yes,yes,no
42,18,145,1,1.7,Undergrad,132,no,no,yes,yes,no
42,17,98,2,0.4,Undergrad,0,no,no,yes,yes,no
41,16,79,1,1,Professional,233,no,no,yes,no,no
34,8,38,2,2,Professional,0,no,no,yes,yes,no
30,6,49,3,0.7,Graduate,196,no,no,no,yes,no
32,7,38,1,1,Undergrad,0,no,no,yes,no,no
46,20,91,4,2.6,Professional,0,no,no,no,no,no
38,12,29,4,0.2,Undergrad,0,no,no,no,yes,no
37,13,172,2,6.5,Undergrad,0,no,no,no,no,no
32,8,104,2,3.7,Undergrad,0,no,no,no,yes,yes
35,9,58,1,2.5,Undergrad,0,no,no,yes,yes,no
30,5,171,2,1.9,Graduate,0,no,no,no,no,yes
30,4,73,3,3.3,Undergrad,0,no,yes,yes,yes,yes
58,32,191,1,2.9,Undergrad,0,no,no,no,no,no
57,27,90,2,4.5,Professional,0,no,no,yes,no,no
34,9,55,3,2.3,Undergrad,0,yes,yes,yes,yes,no
31,4,28,1,2,Graduate,0,no,no,no,no,no
39,14,42,1,2.5,Professional,0,no,no,yes,no,no
57,33,9,1,0.1,Graduate,91,yes,no,yes,no,no
47,21,65,1,1.5,Graduate,0,yes,no,yes,no,no
51,26,134,4,4.5,Professional,0,yes,yes,yes,no,yes
30,6,83,4,3.4,Undergrad,0,yes,no,yes,no,no
55,28,38,3,1,Graduate,0,no,no,yes,no,no
32,6,13,4,0.3,Undergrad,0,no,no,yes,yes,no
32,7,143,3,2.9,Professional,0,no,no,yes,no,yes
44,20,75,4,1.9,Undergrad,0,no,no,no,no,no
33,7,120,1,3.2,Professional,0,no,no,yes,no,yes
49,24,91,1,2.8,Graduate,0,no,no,no,no,no
32,6,99,2,1.5,Professional,0,no,no,no,yes,no
31,7,71,1,0.1,Undergrad,78,yes,no,no,no,no
37,13,111,1,0.8,Graduate,0,no,no,no,no,no
41,15,108,1,5.2,Undergrad,0,no,no,no,no,no
56,32,158,1,7.4,Undergrad,0,no,no,no,no,no
55,31,81,3,2.67,Undergrad,0,no,no,yes,no,no
49,23,12,2,0.1,Professional,0,yes,yes,yes,no,no
63,37,21,2,0.4,Undergrad,0,no,no,yes,no,no
55,30,55,4,0.9,Undergrad,215,no,no,yes,yes,no
59,35,42,1,1.8,Professional,0,no,no,yes,no,no
41,16,81,2,0.4,Undergrad,0,no,no,no,yes,no
49,25,13,4,0.2,Undergrad,87,no,no,no,no,no
48,23,132,1,0.6,Undergrad,157,no,no,no,no,no
41,16,99,1,1,Professional,0,no,no,yes,no,no
50,26,23,4,0.2,Undergrad,0,no,no,no,yes,no
28,1,40,1,2,Graduate,0,yes,no,yes,no,no
36,11,181,3,1.4,Undergrad,0,no,no,no,no,yes
38,14,112,2,2.2,Undergrad,394,no,no,no,no,no
34,9,138,2,7.8,Undergrad,227,no,no,yes,no,no
41,17,94,3,3.8,Graduate,327,yes,yes,yes,no,yes
43,19,113,1,1.7,Undergrad,0,no,no,no,no,no
30,5,112,4,5,Graduate,0,no,no,no,yes,yes
37,12,190,2,3,Undergrad,475,no,no,yes,no,no
62,37,38,1,1.1,Professional,0,no,no,yes,no,no
40,16,32,1,1.4,Professional,158,no,no,yes,no,no
35,10,104,3,0.6,Graduate,0,no,no,no,yes,no
64,40,43,1,1.9,Graduate,0,no,no,yes,no,no
49,24,45,3,1.7,Graduate,0,yes,no,yes,no,no
24,-1,35,2,1.7,Graduate,0,no,no,no,no,no
36,10,42,4,1.2,Graduate,0,no,no,yes,yes,no
29,4,58,1,0.8,Graduate,0,no,no,yes,yes,no
29,3,103,4,3.4,Undergrad,0,no,no,yes,no,yes
28,3,71,1,3.3,Graduate,149,yes,yes,yes,no,yes
33,7,14,1,0.4,Graduate,98,no,no,yes,no,no
36,11,98,3,1.2,Professional,0,yes,no,no,yes,no
42,17,90,1,0.1,Graduate,0,no,no,no,yes,no
25,0,65,4,0.2,Undergrad,0,yes,no,no,no,no
28,2,19,4,0.4,Undergrad,0,no,no,yes,yes,no
50,25,35,3,1.7,Graduate,0,no,no,yes,yes,no
34,9,71,4,1.3,Undergrad,0,no,no,yes,no,no
43,19,31,3,0.5,Undergrad,0,no,no,no,no,no
62,38,43,4,1.2,Graduate,0,no,no,yes,no,no
61,36,24,1,1.5,Graduate,87,yes,no,no,no,no
45,19,58,2,0.4,Professional,0,yes,no,no,yes,no
42,17,115,2,0.4,Undergrad,0,no,no,yes,no,no
39,15,168,2,8,Undergrad,152,yes,no,no,no,no
29,5,128,1,1.5,Undergrad,0,no,no,yes,yes,no
45,20,138,1,7,Undergrad,0,no,no,no,yes,no
58,32,81,3,1.7,Graduate,0,no,no,yes,yes,no
29,3,41,4,1.3,Professional,0,no,no,yes,no,no
32,7,123,2,2.9,Graduate,0,no,no,yes,no,yes
37,13,71,2,2.7,Undergrad,94,no,no,yes,no,no
48,23,8,1,0.4,Professional,0,no,no,no,yes,no
40,14,42,2,0.7,Undergrad,101,no,no,yes,no,no
29,4,62,2,2.5,Undergrad,184,no,no,yes,no,no
36,12,22,4,1,Undergrad,91,yes,no,yes,no,no
35,8,38,4,1,Graduate,0,no,no,yes,no,no
35,11,24,4,0.4,Graduate,0,no,no,no,no,no
62,37,50,3,2.4,Undergrad,0,no,no,yes,no,no
26,1,190,4,1.3,Graduate,197,no,no,yes,no,yes
32,7,94,2,3.1,Undergrad,0,no,no,yes,no,no
63,37,165,4,5.1,Professional,0,no,no,no,no,yes
38,12,43,4,1.2,Graduate,0,no,no,no,yes,no
50,26,48,1,1.6,Graduate,0,no,no,no,yes,no
46,21,52,3,2.7,Graduate,228,no,no,no,yes,no
50,24,84,4,4.9,Undergrad,0,no,no,yes,no,no
61,36,131,1,0.9,Undergrad,0,no,no,yes,no,no
34,8,44,4,0.2,Undergrad,0,no,no,no,no,no
27,2,78,4,0.2,Undergrad,87,no,no,no,no,no
61,36,15,4,0.4,Graduate,0,no,no,no,no,no
45,20,38,4,1.9,Professional,144,no,no,yes,yes,no
50,25,84,1,1.3,Professional,0,yes,no,yes,no,no
44,20,122,1,0.3,Undergrad,0,no,no,yes,no,no
62,36,98,2,2.8,Undergrad,0,no,no,no,no,no
45,18,80,3,2.67,Graduate,0,no,no,no,no,no
41,17,165,2,8,Undergrad,0,no,no,yes,no,no
30,5,121,2,3.3,Undergrad,0,no,no,no,yes,no
61,37,20,3,0.4,Graduate,94,no,no,no,no,no
45,19,11,1,0.2,Undergrad,91,no,no,no,no,no
59,35,45,1,1.8,Professional,0,no,no,yes,no,no
30,6,118,2,2.8,Graduate,0,no,no,no,no,yes
60,36,14,2,0.3,Undergrad,109,no,no,yes,yes,no
39,13,30,3,0.2,Graduate,0,no,no,no,no,no
56,30,45,1,0.2,Undergrad,98,no,no,no,no,no
56,32,80,3,2.67,Undergrad,0,no,no,yes,no,no
27,1,25,4,0.3,Graduate,0,no,no,yes,yes,no
66,41,144,1,2.5,Undergrad,0,yes,yes,yes,yes,no
43,19,84,4,0.2,Professional,297,no,no,yes,no,no
53,29,22,2,0.4,Undergrad,0,no,no,yes,no,no
44,18,33,3,1.5,Undergrad,0,no,no,yes,yes,no
54,28,60,4,2.6,Professional,0,no,no,no,no,no
31,6,81,4,2.2,Graduate,116,no,no,yes,no,no
38,13,169,1,6.8,Professional,0,no,yes,yes,yes,yes
28,2,63,2,1.6,Professional,0,no,no,yes,no,no
51,26,12,2,0.7,Professional,109,no,no,yes,yes,no
52,27,15,4,0.8,Undergrad,101,no,no,no,no,no
64,38,39,1,0.5,Professional,0,yes,yes,yes,yes,no
29,4,44,4,2,Graduate,0,no,no,yes,no,no
34,10,110,1,4,Undergrad,0,no,no,yes,no,no
33,8,130,3,6.3,Graduate,99,no,no,no,yes,yes
46,21,41,1,1.4,Professional,128,no,no,yes,no,no
48,22,59,1,1.4,Professional,241,no,no,yes,no,no
52,28,39,2,0.8,Undergrad,0,no,no,yes,no,no
44,19,35,4,0,Graduate,0,no,no,yes,no,no
51,27,80,1,2.6,Graduate,0,no,no,yes,yes,no
47,20,81,1,2.67,Graduate,0,no,no,yes,no,no
39,13,31,2,0.8,Professional,0,no,no,no,no,no
42,17,93,4,1.9,Professional,0,no,no,no,no,no
57,33,45,4,1.5,Undergrad,204,no,no,yes,no,no
36,12,40,2,0.6,Professional,0,no,no,yes,yes,no
27,1,80,2,1.6,Professional,185,no,no,yes,yes,no
31,7,20,1,0.4,Professional,0,no,no,yes,no,no
63,37,41,1,0.5,Professional,0,no,no,no,yes,no
34,8,31,1,0.3,Undergrad,104,no,no,yes,yes,no
52,27,35,4,0.2,Graduate,0,no,no,yes,no,no
57,31,40,3,1.4,Professional,137,no,no,yes,yes,no
63,39,84,1,1.8,Professional,0,no,no,no,no,no
26,1,53,2,1.6,Professional,0,no,no,yes,no,no
35,5,85,4,4,Professional,0,no,no,yes,no,no
58,33,138,2,3.9,Undergrad,0,no,no,yes,no,no
32,2,71,2,1.75,Professional,108,no,no,no,no,no
64,39,113,1,0.8,Professional,0,no,no,no,yes,no
50,23,23,2,1,Graduate,0,yes,no,no,no,no
34,9,62,3,2.3,Undergrad,0,no,no,no,no,no
36,11,14,4,0.2,Professional,100,no,no,yes,yes,no
43,18,60,2,2.2,Professional,0,no,no,no,yes,no
28,4,94,3,0.8,Undergrad,236,no,no,yes,no,no
64,39,83,3,1.8,Graduate,0,no,no,yes,no,no
60,35,130,3,6.3,Professional,437,no,yes,yes,yes,yes
62,37,61,4,1.7,Undergrad,0,no,no,no,no,no
27,2,92,2,3.1,Undergrad,178,no,no,yes,no,no
42,16,20,2,0.8,Professional,117,no,no,yes,yes,no
45,20,194,2,8.8,Undergrad,428,no,no,no,no,no
36,10,74,1,2.5,Undergrad,0,no,no,no,yes,no
48,22,84,2,0.4,Professional,145,no,no,no,no,no
65,40,98,3,1.8,Graduate,333,no,no,no,no,no
39,15,52,3,2.33,Undergrad,0,no,no,yes,no,no
51,26,55,1,1.3,Graduate,236,no,no,no,yes,no
30,6,64,4,3.4,Undergrad,117,no,no,no,no,no
65,40,128,1,2.5,Undergrad,162,no,no,yes,no,no
38,13,113,4,1.7,Graduate,0,no,no,no,yes,yes
29,3,50,3,1.1,Graduate,0,no,no,no,yes,no
42,18,54,4,2.2,Graduate,0,no,no,no,no,no
63,38,129,1,0.9,Undergrad,366,no,no,yes,no,no
46,21,82,4,0.4,Undergrad,0,no,no,no,no,no
62,38,100,4,1.7,Graduate,0,no,no,yes,no,no
58,34,44,4,2.2,Undergrad,0,yes,no,no,no,no
56,30,164,4,0.5,Graduate,234,no,yes,yes,yes,yes
56,31,81,2,3.7,Undergrad,121,no,no,yes,yes,no
34,10,71,1,0.1,Undergrad,257,no,no,yes,yes,no
42,17,28,1,0.5,Professional,90,no,no,no,no,no
30,6,80,3,1.5,Undergrad,219,no,no,yes,no,no
61,35,90,4,1.9,Graduate,0,no,no,yes,no,no
38,14,74,1,3.6,Graduate,0,no,no,yes,yes,no
50,25,14,2,0.7,Professional,0,yes,no,yes,no,no
61,36,23,2,0.5,Graduate,103,no,no,yes,no,no
41,17,153,1,1.7,Undergrad,337,no,no,no,yes,no
42,16,38,3,0.9,Professional,0,no,no,no,no,no
29,5,112,2,2,Graduate,382,yes,no,no,no,no
51,26,145,1,8.1,Undergrad,397,no,no,no,yes,no
32,6,28,2,0.3,Graduate,88,no,no,yes,no,no
34,9,31,4,1.1,Professional,0,no,no,yes,yes,no
26,2,195,1,6.33,Undergrad,0,no,no,yes,yes,no
54,24,50,3,2,Professional,0,no,no,yes,yes,no
38,14,71,4,2,Professional,0,no,no,no,no,no
62,36,21,3,0.3,Professional,0,no,no,no,no,no
37,11,35,2,0.8,Professional,125,no,no,no,no,no
46,21,42,1,2.4,Undergrad,0,no,no,yes,yes,no
52,27,78,4,3.6,Professional,141,no,no,yes,no,no
32,6,73,4,2.2,Graduate,0,no,no,no,no,no
49,25,53,2,1,Professional,181,no,no,no,no,no
28,3,51,2,1.6,Professional,123,no,no,no,no,no
55,30,40,2,2.3,Professional,0,no,no,yes,no,no
52,26,178,1,1,Undergrad,0,no,no,no,no,no
32,6,35,2,0.3,Undergrad,0,no,no,no,yes,no
31,7,192,1,0,Graduate,0,no,no,yes,no,yes
27,3,123,1,5.4,Undergrad,0,no,no,no,no,no
32,5,48,2,1.67,Graduate,0,yes,yes,yes,yes,no
52,26,45,3,0.6,Graduate,0,no,no,no,no,no
52,28,15,1,0.2,Undergrad,0,no,no,yes,no,no
50,24,79,1,0.3,Undergrad,120,no,no,yes,no,no
32,5,63,4,2,Graduate,0,yes,no,yes,no,no
61,35,30,2,0.2,Professional,0,no,no,yes,no,no
60,36,145,4,6.9,Undergrad,380,no,no,no,yes,yes
28,4,32,3,1,Graduate,0,no,no,no,no,no
34,9,64,2,0.1,Undergrad,224,no,no,yes,yes,no
31,7,84,1,0.1,Undergrad,0,no,no,yes,no,no
31,5,21,1,0.4,Graduate,0,no,no,yes,no,no
62,38,99,4,1.7,Graduate,0,no,no,yes,no,no
47,22,35,2,1.3,Undergrad,0,no,no,yes,no,no
50,24,180,1,1.7,Undergrad,0,no,no,yes,yes,no
36,12,42,1,1.33,Undergrad,0,no,no,yes,no,no
26,0,179,4,2.1,Graduate,0,no,no,no,no,yes
51,27,42,4,0.1,Professional,0,no,no,no,no,no
52,25,180,2,9,Graduate,297,no,no,yes,no,yes
35,11,82,4,3.4,Undergrad,0,no,no,no,no,no
42,16,55,2,0.7,Undergrad,149,no,no,no,no,no
36,12,79,2,2.2,Undergrad,0,no,no,yes,no,no
41,17,48,2,0.6,Professional,215,no,no,no,yes,no
49,25,93,1,2.7,Undergrad,0,yes,no,yes,no,no
57,32,23,2,0.2,Professional,0,no,no,no,no,no
44,20,50,3,2.33,Undergrad,200,no,no,no,no,no
60,34,85,2,2,Undergrad,0,no,no,yes,no,no
38,14,35,1,1.5,Graduate,97,no,no,yes,no,no
26,2,171,3,6,Graduate,0,no,no,yes,no,yes
29,2,29,4,1.5,Graduate,0,no,no,no,yes,no
59,35,84,1,1.8,Professional,0,no,no,yes,yes,no
51,27,20,4,0.5,Graduate,0,no,no,yes,no,no
50,25,14,1,0.4,Professional,0,no,no,yes,yes,no
35,10,179,1,8.6,Undergrad,357,no,no,no,no,no
61,37,48,1,0.8,Undergrad,158,no,no,yes,no,no
42,16,74,1,2.8,Undergrad,0,no,no,yes,no,no
55,29,53,1,1.4,Undergrad,0,no,no,no,no,no
50,25,83,1,2.8,Graduate,0,no,no,yes,yes,no
64,40,171,2,2.1,Undergrad,433,no,no,no,no,no
54,28,85,4,4.9,Undergrad,0,no,no,yes,no,no
50,26,38,4,0.9,Graduate,0,no,no,yes,no,no
31,5,85,3,1.6,Undergrad,157,no,no,yes,yes,no
32,8,79,1,0.1,Undergrad,0,no,no,no,no,no
44,19,69,4,0.4,Undergrad,0,no,no,no,no,no
60,35,43,3,0.9,Professional,0,no,no,yes,yes,no
60,34,33,2,0.3,Undergrad,101,no,no,yes,no,no
62,38,42,3,0.1,Professional,149,no,no,no,yes,no
46,21,40,4,1.9,Professional,122,no,no,yes,no,no
57,33,43,1,1.8,Professional,0,no,no,no,no,no
30,5,20,4,0.5,Professional,117,no,no,no,no,no
58,32,65,3,2.5,Undergrad,222,no,no,yes,no,no
39,13,139,3,3.4,Undergrad,483,no,no,yes,no,yes
60,35,135,3,0.3,Professional,0,no,no,yes,no,yes
59,34,84,3,1.6,Professional,0,no,no,yes,no,no
50,26,179,1,2.9,Professional,0,no,no,no,yes,yes
63,39,45,4,1.3,Graduate,86,no,no,no,no,no
27,3,109,2,2.5,Undergrad,0,no,no,yes,no,no
54,29,34,4,0.1,Professional,0,no,no,yes,no,no
62,37,162,1,1.3,Undergrad,0,no,no,yes,no,no
60,34,105,2,1.4,Undergrad,0,no,no,yes,no,no
38,12,22,3,0.2,Graduate,0,no,no,yes,no,no
34,8,82,2,1.8,Undergrad,178,no,no,yes,yes,no
65,41,105,4,1.7,Graduate,230,yes,no,yes,no,no
55,31,62,1,1.8,Professional,0,no,no,yes,no,no
57,31,82,2,2,Undergrad,83,no,no,no,yes,no
27,3,72,4,0,Undergrad,0,no,no,yes,no,no
35,10,38,4,1.7,Undergrad,0,no,no,yes,yes,no
52,28,25,4,1,Undergrad,0,no,no,no,no,no
45,15,20,1,0.75,Professional,0,no,no,yes,no,no
29,3,80,4,1.8,Graduate,0,no,no,yes,yes,no
44,18,84,3,1.1,Undergrad,0,no,no,no,no,no
47,23,33,1,1,Undergrad,0,no,no,yes,yes,no
62,37,55,3,0.9,Professional,0,no,no,yes,no,no
52,27,33,2,0.7,Graduate,0,no,no,no,yes,no
47,23,190,4,0.3,Professional,305,no,no,no,no,yes
42,18,43,1,0.3,Professional,158,no,no,no,no,no
65,41,45,3,0.1,Professional,0,no,no,yes,no,no
42,18,141,1,3.5,Undergrad,0,no,no,no,no,no
40,16,69,4,2.4,Undergrad,0,no,no,yes,no,no
32,8,78,4,0.1,Graduate,0,no,no,yes,no,no
40,15,84,1,3.7,Professional,0,no,no,yes,no,no
55,29,172,1,5.2,Graduate,0,no,no,no,no,yes
32,6,51,4,0.2,Undergrad,154,yes,no,no,yes,no
58,28,75,1,1.4,Professional,0,no,no,yes,no,no
46,22,183,1,3.1,Graduate,0,no,yes,yes,yes,yes
53,23,20,4,0.4,Professional,0,no,no,yes,yes,no
63,39,101,2,3.9,Professional,294,no,no,yes,no,yes
40,14,129,1,5.9,Professional,0,no,no,yes,no,yes
41,17,63,2,3.2,Undergrad,0,no,no,no,no,no
60,35,44,4,2.1,Undergrad,0,no,no,no,no,no
65,39,184,1,5.4,Professional,176,no,yes,yes,yes,yes
59,33,100,2,2,Undergrad,127,no,no,no,no,no
48,24,12,3,0.4,Undergrad,0,no,no,no,no,no
59,33,68,2,2.3,Professional,128,yes,no,yes,no,no
33,8,48,1,1,Undergrad,212,no,no,yes,no,no
40,15,82,2,0.4,Undergrad,0,no,no,no,no,no
42,18,52,2,2.5,Undergrad,0,no,no,no,no,no
65,41,154,2,4.6,Graduate,0,yes,yes,yes,yes,yes
30,4,39,1,1.5,Undergrad,0,no,no,no,yes,no
30,4,40,1,0.3,Undergrad,0,no,yes,yes,yes,no
42,17,54,4,1.9,Professional,164,no,no,no,no,no
32,8,32,2,1,Graduate,103,no,yes,yes,yes,no
55,30,64,2,2.3,Professional,0,no,no,no,no,no
29,3,92,2,1.3,Undergrad,287,no,no,yes,no,no
64,38,40,1,2.5,Professional,94,no,no,yes,yes,no
37,11,60,3,0.5,Professional,0,no,no,yes,no,no
31,5,85,2,1.3,Undergrad,119,no,no,yes,yes,no
25,-1,21,4,0.4,Undergrad,90,no,no,yes,no,no
31,5,35,1,0.6,Professional,171,no,no,no,no,no
32,7,52,2,0.1,Undergrad,0,no,no,yes,no,no
58,34,128,1,7.4,Undergrad,0,no,no,no,no,no
26,2,195,1,6.33,Undergrad,0,no,no,no,no,no
51,25,68,2,1.5,Graduate,117,no,no,no,yes,no
65,41,55,2,1.1,Undergrad,0,no,no,no,no,no
43,17,55,1,0.2,Undergrad,0,no,no,yes,no,no
46,21,80,4,0.4,Undergrad,0,no,no,yes,yes,no
28,3,123,1,0.8,Undergrad,146,no,no,no,no,no
63,37,90,4,1.9,Graduate,106,yes,no,yes,no,no
59,29,61,1,1.4,Professional,0,no,no,no,no,no
42,15,41,3,2.5,Graduate,0,no,no,yes,no,no
58,33,43,2,1.6,Professional,0,no,no,yes,no,no
39,13,71,3,0.1,Undergrad,162,yes,no,yes,no,no
36,12,25,4,1,Undergrad,0,no,no,yes,no,no
60,33,154,1,3,Graduate,0,yes,yes,yes,no,yes
47,21,141,1,2.4,Undergrad,0,no,no,no,no,no
29,4,22,2,0.9,Professional,110,no,no,no,no,no
52,28,145,2,6.8,Undergrad,0,no,no,yes,no,no
41,16,49,3,0.5,Professional,0,no,no,yes,no,no
63,37,109,1,2,Undergrad,0,no,no,yes,no,no
59,34,80,3,0.5,Undergrad,0,no,no,yes,yes,no
44,20,82,4,1.4,Graduate,201,no,no,yes,yes,no
54,28,52,4,2.5,Undergrad,0,no,no,yes,no,no
29,5,85,3,2.5,Undergrad,0,no,no,yes,yes,no
51,25,148,1,1,Undergrad,0,no,no,no,no,no
63,39,160,2,2.1,Undergrad,0,no,no,no,yes,no
36,11,39,4,1.7,Undergrad,0,no,no,yes,no,no
42,16,25,2,0.8,Professional,0,no,no,no,yes,no
51,25,33,1,1.4,Professional,0,no,no,yes,yes,no
47,20,38,3,2.5,Graduate,0,no,no,no,no,no
40,16,85,4,0.2,Professional,0,no,no,yes,yes,no
54,28,48,1,0.2,Undergrad,0,no,no,yes,no,no
47,21,15,4,0.6,Professional,77,no,no,yes,no,no
35,10,94,1,0,Undergrad,174,no,no,yes,no,no
28,4,120,2,0.6,Undergrad,0,no,no,yes,no,no
45,19,60,1,0.7,Professional,159,no,no,yes,no,no
33,9,145,2,4.33,Undergrad,277,no,no,no,yes,no
62,36,29,2,0.7,Professional,0,no,no,no,no,no
45,18,78,3,2.67,Graduate,0,no,no,yes,no,no
